 ECG_BQ_b_80_8_hrv.tex
 Series length:          384
 Lag:                      4
      	   Corr.  	 Corr.mod 	 Corr.Gaus	    D     
 ------------------------------------------------------------------
      	 0.4966711	 0.2344546	 0.2208987	 0.0001838
 ==================================================================
                        SURROGATED SIGNALS                         	 D<Dgauss 	  Counts  
 ==================================================================	==========	==========
     1	 0.4872687	 0.1082952	 0.2124261	 0.0108432	   yes    	     1
     2	 0.4763743	 0.0837086	 0.2028307	 0.0141901	   yes    	     2
     3	 0.4847035	 0.1137771	 0.2101454	 0.0092868	   yes    	     3
     4	 0.4845489	 0.1457608	 0.2100084	 0.0041278	   yes    	     4
     5	 0.4814811	 0.1315112	 0.2072990	 0.0057438	   yes    	     5
     6	 0.4825337	 0.1869492	 0.2082265	 0.0004527	   yes    	     6
     7	 0.4863581	 0.1230087	 0.2116150	 0.0078511	   yes    	     7
     8	 0.4840629	 0.1296080	 0.2095779	 0.0063952	   yes    	     8
     9	 0.4851145	 0.2399833	 0.2105099	 0.0008687	   yes    	     9
    10	 0.4850624	 0.1524096	 0.2104636	 0.0033703	   yes    	    10
    11	 0.4857806	 0.2074753	 0.2111014	 0.0000131	    no    	    10
    12	 0.4841635	 0.1247918	 0.2096669	 0.0072038	   yes    	    11
    13	 0.4863159	 0.2198017	 0.2115774	 0.0000676	    no    	    11
    14	 0.4864187	 0.0579290	 0.2116689	 0.0236359	   yes    	    12
    15	 0.4849605	 0.1217203	 0.2103733	 0.0078594	   yes    	    13
    16	 0.4807661	 0.2593775	 0.2066703	 0.0027780	   yes    	    14
    17	 0.4709993	 0.1311471	 0.1981839	 0.0044939	   yes    	    15
    18	 0.4862552	 0.1380888	 0.2115234	 0.0053926	   yes    	    16
    19	 0.4857905	 0.1537681	 0.2111102	 0.0032881	   yes    	    17
    20	 0.4740155	 0.1544099	 0.2007844	 0.0021506	   yes    	    18
    21	 0.4730934	 0.2302638	 0.1999874	 0.0009167	   yes    	    19
    22	 0.4806397	 0.1633475	 0.2065593	 0.0018673	   yes    	    20
    23	 0.4814459	 0.1144633	 0.2072680	 0.0086127	   yes    	    21
    24	 0.4783632	 0.1107719	 0.2045648	 0.0087971	   yes    	    22
    25	 0.4961952	 0.1954147	 0.2204656	 0.0006275	   yes    	    23
    26	 0.4919890	 0.2731518	 0.2166574	 0.0031916	   yes    	    24
    27	 0.4765692	 0.0877778	 0.2030002	 0.0132762	   yes    	    25
    28	 0.4810101	 0.2449955	 0.2068847	 0.0014524	   yes    	    26
    29	 0.4721892	 0.0538254	 0.1992076	 0.0211360	   yes    	    27
    30	 0.4845618	 0.2082500	 0.2100197	 0.0000031	    no    	    27
    31	 0.4899844	 0.1325280	 0.2148549	 0.0067777	   yes    	    28
    32	 0.4726848	 0.1733571	 0.1996348	 0.0006905	   yes    	    29
    33	 0.4792223	 0.0865407	 0.2053162	 0.0141076	   yes    	    30
    34	 0.4845531	 0.1367745	 0.2100120	 0.0053637	   yes    	    31
    35	 0.4878668	 0.2719920	 0.2129597	 0.0034848	   yes    	    32
    36	 0.4774598	 0.1290992	 0.2037761	 0.0055766	   yes    	    33
    37	 0.4817881	-0.0070841	 0.2075693	 0.0460761	   yes    	    34
    38	 0.4848897	 0.2479469	 0.2103105	 0.0014165	   yes    	    35
    39	 0.4841533	 0.1429686	 0.2096579	 0.0044475	   yes    	    36
    40	 0.4570247	 0.1775312	 0.1863704	 0.0000781	    no    	    36
    41	 0.4794752	 0.1574850	 0.2055377	 0.0023091	   yes    	    37
    42	 0.4832320	 0.1921254	 0.2088430	 0.0002795	   yes    	    38
    43	 0.4430193	 0.2069777	 0.1749168	 0.0010279	   yes    	    39
    44	 0.4853440	 0.1600208	 0.2107136	 0.0025698	   yes    	    40
    45	 0.4867183	 0.1401226	 0.2119356	 0.0051571	   yes    	    41
    46	 0.4850111	 0.1740032	 0.2104182	 0.0013261	   yes    	    42
    47	 0.4770194	 0.1878318	 0.2033922	 0.0002421	   yes    	    43
    48	 0.4847919	 0.1972773	 0.2102237	 0.0001676	    no    	    43
    49	 0.4790965	 0.1394890	 0.2052061	 0.0043187	   yes    	    44
    50	 0.4823620	 0.2390497	 0.2080750	 0.0009594	   yes    	    45
    51	 0.4855629	 0.1206286	 0.2109080	 0.0081504	   yes    	    46
    52	 0.4863272	 0.1802122	 0.2115875	 0.0009844	   yes    	    47
    53	 0.4889469	 0.2122265	 0.2139252	 0.0000029	    no    	    47
    54	 0.4829797	 0.2220650	 0.2086202	 0.0001808	    no    	    47
    55	 0.4890726	 0.1872293	 0.2140378	 0.0007187	   yes    	    48
    56	 0.4783638	 0.1052653	 0.2045652	 0.0098605	   yes    	    49
    57	 0.4831752	 0.1898832	 0.2087928	 0.0003576	   yes    	    50
    58	 0.4809317	 0.1267566	 0.2068158	 0.0064095	   yes    	    51
    59	 0.4746574	 0.2509332	 0.2013401	 0.0024595	   yes    	    52
    60	 0.4879169	 0.2221061	 0.2130044	 0.0000828	    no    	    52
    61	 0.4858166	 0.2453787	 0.2111334	 0.0011727	   yes    	    53
    62	 0.4777287	 0.0911132	 0.2040107	 0.0127458	   yes    	    54
    63	 0.4823051	 0.2084130	 0.2080249	 0.0000002	    no    	    54
    64	 0.4870640	 0.1092036	 0.2122436	 0.0106173	   yes    	    55
    65	 0.4689665	 0.1212029	 0.1964413	 0.0056608	   yes    	    56
    66	 0.4827430	 0.1119182	 0.2084111	 0.0093109	   yes    	    57
    67	 0.4842220	 0.1803873	 0.2097188	 0.0008603	   yes    	    58
    68	 0.4857638	 0.1029062	 0.2110865	 0.0117030	   yes    	    59
    69	 0.4857849	 0.1714544	 0.2111053	 0.0015722	   yes    	    60
    70	 0.4766030	 0.1496705	 0.2030297	 0.0028472	   yes    	    61
    71	 0.4714096	 0.1000366	 0.1985365	 0.0097022	   yes    	    62
    72	 0.4852352	 0.1961462	 0.2106170	 0.0002094	   yes    	    63
    73	 0.4820015	 0.1011975	 0.2077573	 0.0113550	   yes    	    64
    74	 0.4743005	 0.1488358	 0.2010310	 0.0027243	   yes    	    65
    75	 0.4765706	 0.1178084	 0.2030015	 0.0072579	   yes    	    66
    76	 0.4834412	 0.1058190	 0.2090279	 0.0106521	   yes    	    67
    77	 0.4845444	 0.1120430	 0.2100044	 0.0095964	   yes    	    68
    78	 0.4758979	 0.0820967	 0.2024165	 0.0144769	   yes    	    69
    79	 0.4838873	 0.1614650	 0.2094224	 0.0022999	   yes    	    70
    80	 0.4859197	 0.1454213	 0.2112250	 0.0043301	   yes    	    71
    81	 0.4898654	 0.1433611	 0.2147482	 0.0050961	   yes    	    72
    82	 0.4859060	 0.0507164	 0.2112129	 0.0257591	   yes    	    73
    83	 0.4821316	 0.1219451	 0.2078720	 0.0073834	   yes    	    74
    84	 0.4856224	 0.2482852	 0.2109608	 0.0013931	   yes    	    75
    85	 0.4589241	 0.1111004	 0.1879533	 0.0059064	   yes    	    76
    86	 0.4519757	 0.1807650	 0.1821969	 0.0000021	    no    	    76
    87	 0.4588693	 0.0715098	 0.1879076	 0.0135484	   yes    	    77
    88	 0.4772879	 0.2685993	 0.2036262	 0.0042215	   yes    	    78
    89	 0.4791528	 0.1721118	 0.2052553	 0.0010985	   yes    	    79
    90	 0.4826504	 0.1892781	 0.2083294	 0.0003630	   yes    	    80
    91	 0.4694479	 0.2088053	 0.1968533	 0.0001429	    no    	    80
    92	 0.4859756	 0.1051418	 0.2112747	 0.0112642	   yes    	    81
    93	 0.4759007	 0.1452307	 0.2024189	 0.0032705	   yes    	    82
    94	 0.4848537	 0.1262012	 0.2102786	 0.0070690	   yes    	    83
    95	 0.4721882	 0.1190461	 0.1992067	 0.0064257	   yes    	    84
    96	 0.4854597	 0.2057462	 0.2108163	 0.0000257	    no    	    84
    97	 0.4847114	 0.2059363	 0.2101524	 0.0000178	    no    	    84
    98	 0.4848221	 0.2206857	 0.2102505	 0.0001089	    no    	    84
    99	 0.4651666	 0.1229274	 0.1932062	 0.0049391	   yes    	    85
   100	 0.4847406	 0.2069871	 0.2101782	 0.0000102	    no    	    85
 ==================================================================	==========	==========
D =  0.0001838
p =  0.8500000
count =     85
nexp. =    100
 
